6678 75384
6226 intolerable 2
6227 froward 2
6228 board 1
6229 autumn 1
6230 deceased 1
6231 accompany 1
6232 lasts 1
6233 scolding 1
6234 knaves 2
6235 rope-tricks 1
6236 disfigure 1
6237 rival 1
6238 patron 1
6239 successful 1
6240 scholar 2
6241 mum 1
6242 minola 2
6243 inquire 1
6244 carefully 1
6245 lighted 1
6246 behavior 2
6247 books 3
6248 antonio 11
6249 daunt 1
6250 lions 1
6251 puff 1
6252 ordnance 1
6253 artillery 1
6254 pitched 1
6255 'larums 1
6256 neighing 1
6257 clang 1
6258 chestnut 1
6259 farmer 1
6260 bugs 1
6261 chides 1
6262 chiders 1
6263 leda 1
6264 wooers 1
6265 alcides 1
6266 conceive 2
6267 gratify 1
6268 generally 1
6269 quaff 2
6270 carouses 1
6271 adversaries 1
6272 jested 1
6273 untie 1
6274 ply 1
6275 needle 1
6276 meddle 2
6277 helding 1
6278 bare-foot 1
6279 wedding 1
6280 apes 1
6281 orderly 1
6282 affability 1
6283 qualities 1
6284 guest 1
6285 sciences 1
6286 licio 4
6287 studying 1
6288 rheims 1
6289 greek 1
6290 latin 1
6291 languages 1
6292 cambio 4
6293 lute 1
6294 pupils 1
6295 holla 1
6296 daughters 1
6297 tutors 1
6298 orchard 1
6299 special 1
6300 obtain 1
6301 perpetually 1
6302 moveable 1
6303 slow-wing 1
6304 turtle 2
6305 buzzard 2
6306 cuff 2
6307 cock 3
6308 craven 1
6309 crab 1
6310 witless 1
6311 witnesses 1
6312 fry 1
6313 skipper 1
6314 nourisheth 1
6315 richly 1
6316 furnished 1
6317 basins 1
6318 ewers 1
6319 lave 1
6320 dainty 1
6321 hangings 1
6322 tyrian 1
6323 tapestry 1
6324 ivory 1
6325 coffers 1
6326 cypress 1
6327 chests 1
6328 arras 1
6329 counterpoints 1
6330 costly 1
6331 canopies 1
6332 turkey 1
6333 boss 1
6334 valance 1
6335 needlework 1
6336 pewter 1
6337 brass 1
6338 belong 1
6339 housekeeping 1
6340 milch-kine 1
6341 pail 1
6342 sixscore 1
6343 fat 1
6344 oxen 1
6345 stalls 1
6346 answerable 1
6347 portion 1
6348 'only 1
6349 jointure 1
6350 cavil 1
6351 crafty 1
6352 wither 1
6353 card 1
6354 'supposed 1
6355 commonly 1
6356 pedant 10
6357 patroness 1
6358 heavenly 1
6359 prerogative 1
6360 lecture 2
6361 'hic 3
6362 ibat 1
6363 'simois 1
6364 est 1
6365 'sigeia 1
6366 tellus 1
6367 steterat 1
6368 a-wooing 1
6369 'priami 1
6370 'regia 1
6371 'celsa 1
6372 senis 1
6373 pantaloon 1
6374 lessons 1
6375 groweth 1
6376 amorous 2
6377 fingering 1
6378 rudiments 1
6379 gamut 1
6380 briefer 1
6381 pithy 1
6382 effectual 1
6383 prays 1
6384 dress 1
6385 pry 1
6386 ranging 1
6387 quit 1
6388 howsoe'er 1
6389 fearing 1
6390 sadder 1
6391 unprovided 1
6392 doff 1
6393 eye-sore 1
6394 attire 1
6395 concerneth 1
6396 unparted 1
6397 skills 1
6398 sums 1
6399 quietly 1
6400 fellow-school-master 1
6401 narrowly 1
6402 over-reach 1
6403 greybeard 1
6404 narrow-prying 1
6405 quaint 2
6406 gogs-wouns 1
6407 all-amazed 1
6408 mad-brain 1
6409 'now 1
6410 'if 1
6411 wench 4
6412 trembled 1
6413 vicar 1
6414 cozen 2
6415 ceremonies 1
6416 carousing 1
6417 muscadel 1
6418 threw 1
6419 sops 2
6420 sexton 1
6421 hungerly 1
6422 clamorous 1
6423 smack 1
6424 rout 1
6425 minstrels 1
6426 jogging 1
6427 surly 1
6428 groom 1
6429 katarina 1
6430 bridal 1
6431 domineer 1
6432 carouse 1
6433 bonny 1
6434 stare 1
6435 chattels 1
6436 barn 1
6437 ox 1
6438 whoever 1
6439 beset 1
6440 buckler 1
6441 million 1
6442 supply 2
6443 places 1
6444 junkets 1
6445 slide 1
6446 curtis 5
6447 inches 1
6448 spruce 1
6449 neat 2
6450 nathaniel 2
6451 alighted 1
6452 peasant 1
6453 whoreson 1
6454 malt-horse 1
6455 drudge 1
6456 park 1
6457 politicly 1
6458 successfully 1
6459 falcon 1
6460 full-gorged 1
6461 lure 1
6462 haggard 2
6463 undeserved 1
6464 fling 1
6465 pillow 1
6466 bolster 1
6467 coverlet 1
6468 amid 1
6469 hurly 1
6470 nod 1
6471 tame 2
6472 shrew 2
6473 despiteful 1
6474 unconstant 1
6475 womankind 1
6476 wonderful 1
6477 unworthy 1
6478 fondly 1
6479 wealthy 1
6480 disdainful 1
6481 'longeth 1
6482 napping 1
6483 farthest 1
6484 tripoli 1
6485 dower 1
6486 circumstances 1
6487 mustard 1
6488 sweeting 1
6489 amort 1
6490 tailor 3
6491 supper-time 2
6492 ago 1
6493 genoa 1
6494 lodgers 1
6495 pegasus 1
6496 gather 1
6497 debts 1
6498 beareth 1
6499 agreement 2
6500 bestow 1
6501 affied 1
6502 likes 3
6503 happened 1
6504 dally 1
6505 expound 1
6506 talking 1
6507 deceiving 1
6508 deceitful 1
6509 travellest 1
6510 hereof 1
6511 somebody 1
6512 shipping 1
6513 gaol 2
6514 forthcoming 1
6515 cony-catched 1
6516 strangers 1
6517 hailed 1
6518 supposes 1
6519 bleared 1
6520 eyne 1
6521 depth 1
6522 knavery 1
6523 jarring 1
6524 scapes 1
6525 perils 1
6526 overblown 1
6527 self-same 1
6528 stomachs 1
6529 affords 1
6530 conceives 1
6531 respecting 1
6532 quick-witted 1
6533 folks 1
6534 slipp 1
6535 greyhound 1
6536 catches 1
6537 hunted 1
6538 deer 1
6539 veriest 1
6540 busy 2
6541 afraid 1
6542 bodes 1
6543 laying 1
6544 tamed 1
6545 boatswain 1
6546 topsail 1
6547 whistle 1
6548 gonzalo 9
6549 drowning 3
6550 rope 1
6551 nutshell 1
6552 leaky 1
6553 unstanched 1
6554 cheated 1
6555 drunkards 1
6556 wide-chapp 1
6557 washing 1
6558 tides 1
6559 sebastian 11
6560 prospero 21
6561 collected 1
6562 amazement 1
6563 miranda 10
6564 magic 1
6565 spectacle 1
6566 touch'd 1
6567 perdition 1
6568 betid 1
6569 heard'st 1
6570 attentive 1
6571 abysm 1
6572 remember'st 1
6573 milan 2
6574 grandmother 1
6575 wombs 1
6576 ashore 1
6577 nigh 1
6578 ariel 7
6579 mid 1
6580 mistakings 1
6581 grumblings 1
6582 sycorax 2
6583 hoop 1
6584 recount 1
6585 forget'st 1
6586 damn 1
6587 mischiefs 1
6588 manifold 1
6589 sorceries 1
6590 human 1
6591 argier 1
6592 murmur'st 1
6593 rend 1
6594 peg 1
6595 knotty 1
6596 howl 1
6597 caliban 4
6598 yields 1
6599 apparition 1
6600 brush'd 1
6601 raven 1
6602 unwholesome 1
6603 fen 1
6604 south-west 1
6605 abhorred 1
6606 savage 1
6607 gabble 1
6608 endow 1
6609 purposes 1
6610 race 1
6611 deservedly 1
6612 hag-seed 1
6613 fuel 1
6614 shrug'st 1
6615 neglect'st 1
6616 unwillingly 1
6617 cramps 1
6618 yellow 1
6619 courtsied 1
6620 kiss'd 1
6621 whist 1
6622 sprites 1
6623 ferdinand 5
6624 island 2
6625 bank 1
6626 allaying 1
6627 pearls 1
6628 fade 1
6629 sea-change 1
6630 sea-nymphs 1
6631 ding-dong 1
6632 ditty 1
6633 naples 3
6634 single 1
6635 imposter 1
6636 hush 1
6637 angels 1
6638 unwonted 1
6639 mountain 1
6640 exactly 1
6641 visitor 1
6642 spendthrift 1
6643 adrian 3
6644 wager 1
6645 falsely 1
6646 pocket 2
6647 carthage 1
6648 apple 1
6649 sowing 1
6650 kernels 1
6651 islands 1
6652 doublet 1
6653 fished 1
6654 alonso 3
6655 europe 1
6656 african 1
6657 chirurgeonly 1
6658 plantation 1
6659 contraries 1
6660 contract 1
6661 bourn 1
6662 tilth 1
6663 vineyard 1
6664 oil 1
6665 produce 1
6666 endeavour 1
6667 felony 1
6668 pike 1
6669 gun 1
6670 foison 1
6671 feed 1
6672 drowsiness 1
6673 possesses 1
6674 quality 1
6675 climate 1
6676 eyelids 1
6677 disposed 1
0 1 -2.574518808477687
0 2 -4.653960350157523
0 8 -2.089010992695987
0 17 -4.653960350157523
0 37 -3.960813169597578
0 42 -4.653960350157523
0 49 -4.653960350157523
0 72 -4.653960350157523
0 73 -4.653960350157523
0 75 -4.653960350157523
0 84 -4.653960350157523
0 110 -3.960813169597578
0 113 -4.653960350157523
0 125 -4.653960350157523
0 232 -2.256065077359153
0 257 -4.653960350157523
0 342 -4.653960350157523
0 395 -4.653960350157523
0 492 -4.653960350157523
0 528 -3.555348061489414
0 583 -4.653960350157523
0 630 -4.653960350157523
0 676 -4.653960350157523
0 693 -4.653960350157523
0 947 -2.862200880929469
0 1140 -4.653960350157523
0 1297 -3.555348061489414
0 1308 -2.862200880929469
0 2011 -2.169053700369523
0 2100 -3.960813169597578
0 2161 -4.653960350157523
0 2200 -4.653960350157523
0 2535 -3.555348061489414
0 2671 -4.653960350157523
0 3043 -4.653960350157523
0 3234 -4.653960350157523
0 3557 -4.653960350157523
0 3758 -4.653960350157523
0 4163 -4.653960350157523
0 4167 -3.960813169597578
0 4245 -3.044522437723423
1 2 0.000000000000000
2 0 -6.411161237462871
2 3 -6.921986861228861
2 4 -4.619401768234816
2 9 -7.327451969337026
2 10 -6.921986861228861
2 11 -6.411161237462871
2 13 -6.411161237462871
2 14 -8.020599149896970
2 16 -6.634304788777080
2 17 -4.191957753407876
2 18 -8.020599149896970
2 19 -8.020599149896970
2 21 -8.020599149896970
2 23 -8.020599149896970
2 24 -3.415428963908880
2 26 -4.170451548186913
2 27 -8.020599149896970
2 29 -4.653303319910497
2 30 -5.076160170730531
2 32 -4.619401768234816
2 33 -3.613879902632718
2 34 -5.076160170730531
2 36 -4.088773517172645
2 37 -2.425887770295132
2 38 -7.327451969337026
2 40 -5.076160170730531
2 42 -6.411161237462871
2 45 -6.921986861228861
2 47 -6.411161237462871
2 49 -5.248010427657190
2 51 -5.381541820281712
2 54 -5.823374572560752
2 55 -6.074689000841658
2 56 -3.477304367626967
2 59 -3.601758542100373
2 60 -6.228839680668916
2 62 -5.455649792435434
2 64 -3.977547882062421
2 65 -6.074689000841658
2 67 -5.130227392000807
2 70 -7.327451969337026
2 73 -3.786492645299711
2 76 -5.248010427657190
2 77 -4.762502611875489
2 79 -3.249914525431306
2 80 -8.020599149896970
2 81 -8.020599149896970
2 82 -5.535692500108970
2 83 -4.688394639721767
2 84 -6.228839680668916
2 85 -6.228839680668916
2 86 -4.213936660126651
2 88 -8.020599149896970
2 89 -6.634304788777080
2 90 -7.327451969337026
2 92 -6.411161237462871
2 94 -6.074689000841658
2 95 -6.228839680668916
2 96 -6.074689000841658
2 97 -5.941157608217135
2 98 -6.411161237462871
2 99 -6.411161237462871
2 101 -5.248010427657190
2 102 -4.762502611875489
2 103 -4.524091588430491
2 110 -4.331719695783034
2 113 -4.586611945411825
2 114 -6.411161237462871
2 117 -6.411161237462871
2 119 -5.381541820281712
2 120 -8.020599149896970
2 121 -8.020599149896970
2 122 -6.228839680668916
2 123 -7.327451969337026
2 124 -7.327451969337026
2 125 -6.411161237462871
2 126 -5.312548948794761
2 127 -8.020599149896970
2 128 -7.327451969337026
2 129 -8.020599149896970
2 130 -5.312548948794761
2 132 -6.921986861228861
2 138 -5.312548948794761
2 141 -4.762502611875489
2 142 -4.976076712173548
2 148 -8.020599149896970
2 153 -8.020599149896970
2 154 -4.050307236344850
2 158 -6.634304788777080
2 163 -6.074689000841658
2 164 -7.327451969337026
2 167 -7.327451969337026
2 170 -8.020599149896970
2 171 -5.622703877098600
2 174 -6.921986861228861
2 175 -5.535692500108970
2 177 -8.020599149896970
2 181 -5.455649792435434
2 188 -7.327451969337026
2 195 -8.020599149896970
2 197 -7.327451969337026
2 200 -4.801723325028770
2 209 -8.020599149896970
2 216 -6.921986861228861
2 218 -6.411161237462871
2 219 -6.074689000841658
2 220 -4.331719695783034
2 221 -6.228839680668916
2 229 -5.941157608217135
2 233 -6.921986861228861
2 235 -5.823374572560752
2 237 -5.312548948794761
2 240 -8.020599149896970
2 242 -5.941157608217135
2 246 -8.020599149896970
2 248 -8.020599149896970
2 249 -7.327451969337026
2 250 -6.634304788777080
2 251 -8.020599149896970
2 253 -8.020599149896970
2 256 -5.076160170730531
2 257 -6.411161237462871
2 261 -8.020599149896970
2 264 -6.921986861228861
2 269 -8.020599149896970
2 270 -6.228839680668916
2 271 -7.327451969337026
2 276 -8.020599149896970
2 278 -8.020599149896970
2 286 -6.074689000841658
2 287 -8.020599149896970
2 289 -8.020599149896970
2 290 -7.327451969337026
2 293 -8.020599149896970
2 294 -5.718014056902925
2 296 -6.411161237462871
2 298 -6.921986861228861
2 305 -5.187385805840755
2 317 -6.411161237462871
2 318 -6.634304788777080
2 319 -6.411161237462871
2 320 -6.411161237462871
2 321 -5.622703877098600
2 324 -8.020599149896970
2 325 -6.634304788777080
2 331 -4.357037503767325
2 337 -6.411161237462871
2 342 -6.411161237462871
2 345 -8.020599149896970
2 346 -6.634304788777080
2 347 -8.020599149896970
2 349 -5.248010427657190
2 354 -8.020599149896970
2 355 -6.921986861228861
2 367 -8.020599149896970
2 368 -4.724762283892642
2 370 -6.074689000841658
2 373 -6.634304788777080
2 376 -4.885104933967821
2 381 -4.524091588430491
2 384 -6.634304788777080
2 386 -8.020599149896970
2 389 -7.327451969337026
2 400 -8.020599149896970
2 403 -6.411161237462871
2 405 -8.020599149896970
2 408 -6.921986861228861
2 416 -8.020599149896970
2 421 -8.020599149896970
2 423 -6.634304788777080
2 425 -6.634304788777080
2 427 -7.327451969337026
2 432 -7.327451969337026
2 436 -7.327451969337026
2 442 -8.020599149896970
2 451 -8.020599149896970
2 452 -8.020599149896970
2 466 -6.411161237462871
2 468 -8.020599149896970
2 469 -8.020599149896970
2 476 -6.634304788777080
2 478 -7.327451969337026
2 479 -8.020599149896970
2 483 -7.327451969337026
2 493 -8.020599149896970
2 496 -8.020599149896970
2 508 -7.327451969337026
2 519 -8.020599149896970
2 532 -7.327451969337026
2 537 -7.327451969337026
2 538 -7.327451969337026
2 547 -5.823374572560752
2 559 -8.020599149896970
2 564 -8.020599149896970
2 570 -6.921986861228861
2 571 -8.020599149896970
2 573 -7.327451969337026
2 576 -8.020599149896970
2 577 -8.020599149896970
2 578 -8.020599149896970
2 581 -7.327451969337026
2 582 -8.020599149896970
2 595 -8.020599149896970
2 596 -6.921986861228861
2 600 -7.327451969337026
2 604 -4.050307236344850
2 608 -8.020599149896970
2 609 -8.020599149896970
2 610 -7.327451969337026
2 611 -8.020599149896970
2 613 -7.327451969337026
2 616 -7.327451969337026
2 625 -8.020599149896970
2 626 -8.020599149896970
2 631 -5.381541820281712
2 635 -8.020599149896970
2 639 -4.494238625280810
2 643 -6.634304788777080
2 652 -8.020599149896970
2 653 -8.020599149896970
2 654 -7.327451969337026
2 657 -6.921986861228861
2 661 -7.327451969337026
2 664 -8.020599149896970
2 672 -8.020599149896970
2 690 -5.941157608217135
2 709 -8.020599149896970
2 721 -8.020599149896970
2 743 -8.020599149896970
2 761 -6.921986861228861
2 766 -7.327451969337026
2 783 -6.921986861228861
2 795 -8.020599149896970
2 822 -8.020599149896970
2 827 -8.020599149896970
2 837 -8.020599149896970
2 843 -7.327451969337026
2 850 -8.020599149896970
2 867 -8.020599149896970
2 868 -8.020599149896970
2 896 -7.327451969337026
2 907 -6.228839680668916
2 911 -7.327451969337026
2 914 -8.020599149896970
2 930 -8.020599149896970
2 937 -8.020599149896970
2 944 -8.020599149896970
2 947 -6.634304788777080
2 960 -8.020599149896970
2 978 -8.020599149896970
2 994 -8.020599149896970
2 1029 -8.020599149896970
2 1034 -8.020599149896970
2 1045 -7.327451969337026
2 1047 -8.020599149896970
2 1049 -6.634304788777080
2 1050 -7.327451969337026
2 1054 -8.020599149896970
2 1059 -7.327451969337026
2 1064 -5.823374572560752
2 1070 -8.020599149896970
2 1072 -8.020599149896970
2 1077 -8.020599149896970
2 1078 -8.020599149896970
2 1084 -6.634304788777080
2 1088 -8.020599149896970
2 1093 -8.020599149896970
2 1099 -7.327451969337026
2 1100 -8.020599149896970
2 1105 -8.020599149896970
2 1120 -7.327451969337026
2 1132 -8.020599149896970
2 1140 -7.327451969337026
2 1156 -6.634304788777080
2 1159 -7.327451969337026
2 1160 -6.634304788777080
2 1165 -8.020599149896970
2 1167 -8.020599149896970
2 1178 -7.327451969337026
2 1179 -8.020599149896970
2 1183 -8.020599149896970
2 1185 -7.327451969337026
2 1189 -8.020599149896970
2 1195 -8.020599149896970
2 1197 -8.020599149896970
2 1202 -8.020599149896970
2 1204 -8.020599149896970
2 1211 -8.020599149896970
2 1227 -8.020599149896970
2 1231 -8.020599149896970
2 1238 -8.020599149896970
2 1239 -8.020599149896970
2 1251 -8.020599149896970
2 1257 -8.020599149896970
2 1258 -7.327451969337026
2 1259 -8.020599149896970
2 1277 -8.020599149896970
2 1285 -8.020599149896970
2 1287 -8.020599149896970
2 1290 -8.020599149896970
2 1298 -8.020599149896970
2 1353 -7.327451969337026
2 1354 -8.020599149896970
2 1366 -8.020599149896970
2 1374 -8.020599149896970
2 1375 -8.020599149896970
2 1400 -6.634304788777080
2 1405 -8.020599149896970
2 1406 -8.020599149896970
2 1414 -8.020599149896970
2 1421 -5.535692500108970
2 1451 -8.020599149896970
2 1453 -5.941157608217135
2 1460 -8.020599149896970
2 1475 -8.020599149896970
2 1478 -7.327451969337026
2 1484 -8.020599149896970
2 1492 -8.020599149896970
2 1504 -8.020599149896970
2 1519 -8.020599149896970
2 1524 -7.327451969337026
2 1528 -8.020599149896970
2 1530 -7.327451969337026
2 1532 -7.327451969337026
2 1533 -8.020599149896970
2 1544 -8.020599149896970
2 1587 -8.020599149896970
2 1599 -8.020599149896970
2 1609 -6.634304788777080
2 1633 -8.020599149896970
2 1661 -7.327451969337026
2 1665 -8.020599149896970
2 1666 -8.020599149896970
2 1669 -8.020599149896970
2 1674 -6.921986861228861
2 1681 -7.327451969337026
2 1689 -8.020599149896970
2 1690 -8.020599149896970
2 1695 -8.020599149896970
2 1701 -8.020599149896970
2 1715 -8.020599149896970
2 1722 -8.020599149896970
2 1724 -7.327451969337026
2 1735 -8.020599149896970
2 1748 -7.327451969337026
2 1750 -8.020599149896970
2 1788 -7.327451969337026
2 1793 -8.020599149896970
2 1804 -8.020599149896970
2 1826 -8.020599149896970
2 1827 -7.327451969337026
2 1836 -8.020599149896970
2 1877 -8.020599149896970
2 1878 -8.020599149896970
2 1900 -8.020599149896970
2 1913 -6.411161237462871
2 1918 -8.020599149896970
2 1929 -8.020599149896970
2 1941 -8.020599149896970
2 1944 -8.020599149896970
2 1947 -8.020599149896970
2 1955 -8.020599149896970
2 1966 -8.020599149896970
2 1981 -8.020599149896970
2 1991 -8.020599149896970
2 1992 -8.020599149896970
2 2000 -8.020599149896970
2 2010 -8.020599149896970
2 2030 -8.020599149896970
2 2032 -7.327451969337026
2 2051 -8.020599149896970
2 2079 -7.327451969337026
2 2080 -8.020599149896970
2 2091 -7.327451969337026
2 2094 -6.634304788777080
2 2103 -8.020599149896970
2 2107 -7.327451969337026
2 2129 -5.622703877098600
2 2153 -8.020599149896970
2 2172 -8.020599149896970
2 2174 -8.020599149896970
2 2194 -8.020599149896970
2 2223 -8.020599149896970
2 2247 -8.020599149896970
2 2256 -8.020599149896970
2 2266 -5.622703877098600
2 2276 -6.634304788777080
2 2283 -8.020599149896970
2 2298 -8.020599149896970
2 2307 -8.020599149896970
2 2366 -6.921986861228861
2 2405 -6.921986861228861
2 2419 -8.020599149896970
2 2429 -8.020599149896970
2 2432 -8.020599149896970
2 2444 -8.020599149896970
2 2491 -8.020599149896970
2 2500 -8.020599149896970
2 2509 -8.020599149896970
2 2535 -8.020599149896970
2 2565 -8.020599149896970
2 2592 -8.020599149896970
2 2597 -8.020599149896970
2 2616 -6.921986861228861
2 2635 -8.020599149896970
2 2636 -7.327451969337026
2 2662 -8.020599149896970
2 2680 -8.020599149896970
2 2700 -8.020599149896970
2 2714 -8.020599149896970
2 2719 -8.020599149896970
2 2726 -7.327451969337026
2 2729 -8.020599149896970
2 2730 -8.020599149896970
2 2748 -8.020599149896970
2 2752 -8.020599149896970
2 2768 -8.020599149896970
2 2804 -8.020599149896970
2 2828 -8.020599149896970
2 2874 -8.020599149896970
2 2904 -6.228839680668916
2 2919 -8.020599149896970
2 2938 -8.020599149896970
2 2939 -6.921986861228861
2 2940 -8.020599149896970
2 2964 -8.020599149896970
2 2971 -8.020599149896970
2 2974 -8.020599149896970
2 2999 -8.020599149896970
2 3026 -8.020599149896970
2 3031 -8.020599149896970
2 3059 -6.921986861228861
2 3067 -8.020599149896970
2 3071 -8.020599149896970
2 3080 -8.020599149896970
2 3128 -8.020599149896970
2 3163 -8.020599149896970
2 3165 -8.020599149896970
2 3222 -7.327451969337026
2 3235 -8.020599149896970
2 3322 -8.020599149896970
2 3352 -8.020599149896970
2 3382 -8.020599149896970
2 3386 -8.020599149896970
2 3390 -8.020599149896970
2 3404 -8.020599149896970
2 3430 -8.020599149896970
2 3476 -8.020599149896970
2 3506 -8.020599149896970
2 3525 -8.020599149896970
2 3566 -8.020599149896970
2 3580 -8.020599149896970
2 3617 -6.921986861228861
2 3625 -8.020599149896970
2 3637 -8.020599149896970
2 3651 -8.020599149896970
2 3655 -7.327451969337026
2 3677 -8.020599149896970
2 3682 -8.020599149896970
2 3716 -8.020599149896970
2 3726 -8.020599149896970
2 3749 -8.020599149896970
2 3750 -8.020599149896970
2 3801 -8.020599149896970
2 3805 -8.020599149896970
2 3822 -8.020599149896970
2 3845 -7.327451969337026
2 3858 -8.020599149896970
2 3860 -8.020599149896970
2 3898 -8.020599149896970
2 3930 -6.921986861228861
2 3938 -8.020599149896970
2 3955 -8.020599149896970
2 4014 -8.020599149896970
2 4040 -8.020599149896970
2 4072 -8.020599149896970
2 4085 -8.020599149896970
2 4087 -8.020599149896970
2 4171 -8.020599149896970
2 4267 -8.020599149896970
2 4290 -7.327451969337026
2 4298 -6.921986861228861
2 4304 -8.020599149896970
2 4317 -8.020599149896970
2 4390 -7.327451969337026
2 4482 -8.020599149896970
2 4486 -8.020599149896970
2 4519 -8.020599149896970
2 4582 -8.020599149896970
2 4623 -8.020599149896970
2 4632 -8.020599149896970
2 4776 -8.020599149896970
2 4805 -8.020599149896970
2 4822 -8.020599149896970
2 4891 -8.020599149896970
2 4895 -8.020599149896970
2 4979 -8.020599149896970
2 5087 -8.020599149896970
2 5094 -8.020599149896970
2 5120 -8.020599149896970
2 5131 -7.327451969337026
2 5145 -8.020599149896970
2 5165 -8.020599149896970
2 5185 -8.020599149896970
2 5189 -8.020599149896970
2 5201 -8.020599149896970
2 5215 -8.020599149896970
2 5292 -8.020599149896970
2 5302 -8.020599149896970
2 5317 -8.020599149896970
2 5489 -8.020599149896970
2 5536 -8.020599149896970
2 5580 -8.020599149896970
2 5588 -8.020599149896970
2 5594 -8.020599149896970
2 5627 -8.020599149896970
2 5636 -8.020599149896970
2 5684 -6.921986861228861
2 5686 -6.921986861228861
2 5688 -8.020599149896970
2 5716 -8.020599149896970
2 5737 -8.020599149896970
2 5918 -8.020599149896970
2 5993 -8.020599149896970
2 5994 -8.020599149896970
2 6013 -8.020599149896970
2 6121 -7.327451969337026
2 6122 -6.411161237462871
2 6123 -8.020599149896970
2 6145 -8.020599149896970
2 6157 -8.020599149896970
2 6167 -7.327451969337026
